Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Bag/Case closure (product.metafields.shopify.bag-case-closure),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Band strength (product.metafields.shopify.band-strength),Blade material (product.metafields.shopify.blade-material),Board material (product.metafields.shopify.board-material),Board mounting type (product.metafields.shopify.board-mounting-type),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Corrector features (product.metafields.shopify.corrector-features),Desk organizer features (product.metafields.shopify.desk-organizer-features),Envelope features (product.metafields.shopify.envelope-features),Fabric (product.metafields.shopify.fabric),Frame design (product.metafields.shopify.frame-design),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Hardware material (product.metafields.shopify.hardware-material),Ink color (product.metafields.shopify.ink-color),Lead grade (product.metafields.shopify.lead-grade),Marker tip design (product.metafields.shopify.marker-tip-design),Material (product.metafields.shopify.material),Office instrument material (product.metafields.shopify.office-instrument-material),Office supply material (product.metafields.shopify.office-supply-material),Paper size (product.metafields.shopify.paper-size),Paper type (product.metafields.shopify.paper-type),Pen color (product.metafields.shopify.pen-color),Presentation supply features (product.metafields.shopify.presentation-supply-features),Shape (product.metafields.shopify.shape),Spinner type (product.metafields.shopify.spinner-type),Stapler features (product.metafields.shopify.stapler-features),Suitcase handle type (product.metafields.shopify.suitcase-handle-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Status
kangaro-paper-punch-25-sheets-dp-520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/520.jpg?v=1722856757,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaro-paper-punch-25-sheets-dp-520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DP520-transformed.jpg?v=1722856757,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaro-staple-pin-24-65m,Kangaro Staples PIN 24/6 5M,"<p data-mce-fragment=""1"">Kangaro Stapler Pin for small personal stapler is made of highly durable wires that give it a long life. It is very sturdy and does not break easily. It keeps your papers and other documents safe and does not damage them.</p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Features:</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Rust proof</li>
<li data-mce-fragment=""1"">Fine finish</li>
<li data-mce-fragment=""1"">Perfectly staples the sheet together</li>
<li data-mce-fragment=""1"">5 Metres</li>
</ul>
<p data-mce-fragment=""1""><br></p>
<p data-mce-fragment=""1"">Made in India.</p>",Kangaro,Office Supplies > General Office Supplies > Staples,Desk Accessories,"Brands, KANGARO, STAPLERS & ACCESSORIES, Staples",true,Size,Box,,,,,,,,017 24/6-5M,0.0,shopify,84,continue,manual,0.850,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2465MX.jpg?v=1724180182,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
kangaro-staple-pin-24-65m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/24-65M2.jpg?v=1724180182,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kangaro-staple-pin-24-65m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/KANGAROSTAPLEPIN2465M.jpg?v=1687539863,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-114-heavy-duty-mounting-tape-1-in-x-50-in,"3M Scotch® 114 Heavy Duty Mounting Tape, 1 in x 50 in","<p>Safer than screws or nails<br>Strong double-sided foam tape<br>Wall-mount pictures, decorations, and dispensed paper products<br>Use on most types of walls, ceramic tiles, and wood surfaces that are clean, dry and smooth<br>1/2 in x 75 in<br>Ensure your surface is smooth, clean and dry for the best bond</p>
<p>Adhesive Type Acrylic<br>Brands Scotch®<br>Indoor<br>Number of Adhesive Sides Double-sided<br>Overall Width (Metric) 12.7 mm<br>Product Type Tape</p>",3M,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Decorative Tape,Desk Accessories,"3M, ADHESIVE & GLUE, Arts & Crafts, Below 1 KD, Brands, Office Supplies, Tape & Packing Material",true,Size,Pack,,,,,,,,029 114,0.0,shopify,78,continue,manual,1.250,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1146.jpg?v=1685546383,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3m-scotch®-114-heavy-duty-mounting-tape-1-in-x-50-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1142.jpg?v=1685546383,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-114-heavy-duty-mounting-tape-1-in-x-50-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1143.jpg?v=1685546383,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-114-heavy-duty-mounting-tape-1-in-x-50-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1144.jpg?v=1685546383,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-114-heavy-duty-mounting-tape-1-in-x-50-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1145.jpg?v=1685546383,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-3m-scotch®-mounting-tape-heavy-duty-110-1-2-in-x-75-in,"3M Scotch® Mounting Tape, 111 white, 1 in (2.54 cm), 16 per pack","<p>Safer than screws or nails<br>Strong double-sided foam tape<br>Wall-mount pictures, decorations, and dispensed paper products<br>Use on most types of walls, ceramic tiles, and wood surfaces that are clean, dry and smooth<br>1/2 in x 75 in<br>Ensure your surface is smooth, clean and dry for the best bond</p>
<p>Adhesive Type Acrylic<br>Brands Scotch®<br>Indoor<br>Number of Adhesive Sides Double-sided<br>Overall Width (Metric) 12.7 mm<br>Product Type Tape</p>",3M,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Decorative Tape,Desk Accessories,"3M, ADHESIVE & GLUE, Arts & Crafts, Below 1 KD, Brands, Office Supplies, Tape & Packing Material",true,Size,Pack,,,,,,,,,0.0,shopify,90,continue,manual,0.900,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1112.jpg?v=1685545326,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
copy-of-3m-scotch®-mounting-tape-heavy-duty-110-1-2-in-x-75-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/111.jpg?v=1685545326,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-mounting-tape-110-1-2-in-x-75-in,"3M Scotch® Mounting Tape (Heavy Duty) 110, 1/2 in x 75 in","<p>Safer than screws or nails<br>Strong double-sided foam tape<br>Wall-mount pictures, decorations, and dispensed paper products<br>Use on most types of walls, ceramic tiles, and wood surfaces that are clean, dry and smooth<br>1/2 in x 75 in<br>Ensure your surface is smooth, clean and dry for the best bond</p>
<p>Adhesive Type Acrylic<br>Brands Scotch®<br>Indoor<br>Number of Adhesive Sides Double-sided<br>Overall Width (Metric) 12.7 mm<br>Product Type Tape</p>",3M,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Decorative Tape,Desk Accessories,"3M, ADHESIVE & GLUE, Arts & Crafts, Below 1 KD, Brands, Office Supplies, Tape & Packing Material",true,Size,1/2 inch,,,,,,,,029 110,0.0,shopify,90,continue,manual,0.750,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1103.jpg?v=1685543915,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
3m-scotch®-mounting-tape-110-1-2-in-x-75-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/110.jpg?v=1685543915,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-mounting-tape-110-1-2-in-x-75-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/1102.jpg?v=1685543915,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotch®-magic™-transparent-tape-105-3-4-in-x-300-in,"3M Scotch® Magic™ Transparent Tape 105, 3/4 in x 300 in","<p>Scotch® Magic™ Tape is invisible when applied to most paper. Great for repairing and sealing documents. Stays invisible when scanned or photocopied<br>Permanent adhesive for lasting sticking power<br>Refill rolls can be used in all Scotch® tape dispensers with a 2,54 cm core, or can be used alone<br>Can be written on with pen, pencil or marker. Tape unwinds smoothly and cuts easily<br>Easy to unwind and handle<br>Photo safe</p>
<p>Brands<br>Scotch®Core Size (metric)<br>25.4 mm Dispenser<br>Number of Adhesive Sides Single-sided<br>Overall Length (Metric) 7.6 m<br>Overall Width (Metric) 19 mm<br>Product Color Transparent</p>
<p> </p>",3M,Office Supplies > Office Instruments > Tape Dispensers,Desk Accessories,"3M, ADHESIVE & GLUE, Arts & Crafts, Below 1 KD, Brands, Office Supplies, Tape & Packing Material",true,Size,3/4 inch,,,,,,,,029 105,0.0,shopify,9,continue,manual,0.500,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/21200010224_1.jpg?v=1685542703,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
scotch®-magic™-transparent-tape-105-3-4-in-x-300-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/21200010231_4.jpg?v=1685542703,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotch®-magic™-transparent-tape-105-3-4-in-x-300-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/21200010224_2.jpg?v=1685542673,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scotch®-magic™-transparent-tape-105-3-4-in-x-300-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/21200010224_3.jpg?v=1685542673,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-3m-scotch-500-1236c-scotch-utility-tape-1-2-in-36-yd,3M Scotch 500-1236C Scotch Utility Tape 1/2 IN 36 YD,"Color Name: Clear<br>Model Number: 500-1236C<br>Stationery Office Brand: Scotch<br>Office Supplies Type: Tape, Adhesives &amp; Fasteners<br>Adhesives Fasteners Type: Adhesive Tape",3M,Office Supplies > General Office Supplies > Office Tape,Desk Accessories,"3M, ADHESIVE & GLUE, Arts & Crafts, Below 1 KD, Brands, Office Supplies, Tape & Packing Material",true,Size,Dozen,,,,,,,,029 69270,0.0,shopify,100,continue,manual,3.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/500_6dd8399d-83e3-445e-8789-9b3a5bfdf1d2.jpg?v=1685434155,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/500_6dd8399d-83e3-445e-8789-9b3a5bfdf1d2.jpg?v=1685434155,kg,,,true,,,active
copy-of-3m-scotch-500-1236c-scotch-utility-tape-1-2-in-36-yd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/5002_637de3ca-ba96-4b74-b1ea-a59ddb461865.jpg?v=1685434155,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-3m-scotch-500-1236c-scotch-utility-tape-1-2-in-36-yd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/5003_62266074-4621-4018-8c6e-d58bbd6659b2.jpg?v=1685434155,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6015-20d-glb-15gm-20-sticks-in-one-deal,"3M Scotch® 6 Piece/Pack White Gluestick 6015-20D-GLB, 15gm,","<ul class=""sps2-pdp_details--highlights_list"">
<li class=""sps2-pdp_details--highlights_item mds-font_paragraph"">Brands<br>Scotch®<br><br>Product Color<br>Transparent</li>
</ul>
<ul class=""sps2-pdp_details--highlights_list"">
<li class=""sps2-pdp_details--highlights_item mds-font_paragraph"">Strong, fast-bonding, and no mess</li>
<li class=""sps2-pdp_details--highlights_item mds-font_paragraph"">Great for paper-based, school, home and office projects</li>
<li class=""sps2-pdp_details--highlights_item mds-font_paragraph"">Non-toxic and washable</li>
<li class=""sps2-pdp_details--highlights_item mds-font_paragraph"">Ideal for home and school use</li>
</ul>",3M,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue > Glue Stick,Adhesive,"3M, ADHESIVE & GLUE, Brands",false,Size,Packet/6 Pieces,,,,,,,,029 6220,0.0,shopify,0,continue,manual,3.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/21200502736_8_d64e6911-cd15-4140-84a4-7717deca0f18.jpg?v=1685432536,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,archived
3m-scotch®-white-gluestick-6015-20d-glb-15gm-20-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/21200502736_1_008a0ccb-9dd0-4329-bda1-bfa734774075.jpg?v=1685432536,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,"3M Scotch® White Gluestick 6020-12D-GLB, 20gm","<table class=""a-normal a-spacing-micro"">
<tbody>
<tr class=""a-spacing-small po-brand"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Brand</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Scotch</span></td>
</tr>
<tr class=""a-spacing-small po-compatible_material"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Compatible material</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Wood, Paper, Cardboard, Fabric</span></td>
</tr>
<tr class=""a-spacing-small po-item_form"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Item form</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Stick</span></td>
</tr>
<tr class=""a-spacing-small po-special_feature"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Special features</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Non Toxic, Strong, Washable</span></td>
</tr>
<tr class=""a-spacing-small po-color"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Colour</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">White</span></td>
</tr>
</tbody>
</table>
<p> </p>
<h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul>
<li style=""list-style-type: none;"">
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Scotch Glue Stick is strong, fast-bonding, and no mess. It has been specially formulated to offer high and long lasting adhesive performances</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Its formula has been especially developed to provides great adhesive performances on paper and cardboard. Moreover, its texture, designed thanks to new raw materials and new processes, does not clump during use, for a clean and lump-free result</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">This adhesive, Scotch glue stick offers strong bonding, and avoids paper wrinkling. Great for paper, fabrics, and other lightweight items. Cleans off hands and household surfaces with soap and water</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Non-toxic glue and water-washable, washes cleanly out of most fabrics. Acid free - Ph above 7.0, conforms to ASTMD-4236</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">This glue stick is great for paper-based, school, home and office projects. It can be used by kids</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Washable, non-toxic and acid free glue stick. </span></li>
</ul>
</li>
</ul>
<ul class=""sps2-pdp_details--highlights_list""></ul>",3M,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue > Glue Stick,Adhesive,"3M, ADHESIVE & GLUE, Brands",true,Packet,Packet/12 Pieces,,,,,,,,029 6020,0.0,shopify,0,continue,manual,4.800,6.000,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/0296020-12D.jpg?v=1724153082,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/0296020-12D.jpg?v=1724153082,kg,,,true,,,active
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,1 Piece,,,,,,,,029 6020,0.0,shopify,0,continue,manual,0.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/029_6020_12D_1ce8ea7b-5ff7-49fd-a539-116469425dca.jpg?v=1724154143,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/029_6020_12D_1ce8ea7b-5ff7-49fd-a539-116469425dca.jpg?v=1724154143,kg,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/Gluestick_box_05d7b4d8-b671-499f-a398-1a68499490cc.jpg?v=1724146643,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/029_6020-12D_8e5d530c-c5bf-43a4-a56d-c077e34f8122.jpg?v=1724154143,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/029_6020-12D1_8e43aaf8-9c2f-4f72-8c4a-fd57d458e956.jpg?v=1724154143,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/8887719168137_6.jpg?v=1724144277,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/8887719168137_5.jpg?v=1724144278,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/8887719168137_4.jpg?v=1724144277,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/8887719168137_1.jpg?v=1724144278,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/8887719168137_2.jpg?v=1724144278,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/8887719168137_3.jpg?v=1724144277,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3m-scotch®-white-gluestick-6020-12d-glb-20gm-12-sticks-in-one-deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/029-6020-12D.jpg?v=1724154143,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
